LEVEL,,,,,,,,,,,,,,,,,,
Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Prey,0.839843988418579,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Purple,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purr,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quake,0.803562521934509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RandoMod,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razzz,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sci Fi Bass,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeker,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serious Face,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharp,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiner,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorter,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shouter,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slappp,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slicer,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slider,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlowLog,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smokey,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
